"PMCID","sentence_id","top_section","CONSORT_Item","sentence_text","labels"
"PMC4797126","S74","Pharmacokinetics and immunogenicity","['0']","pharmacokinetics and immunogenicity","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"PMC4797126","S75","Pharmacokinetics and immunogenicity","['6a']","serum levels of quilizumab for pharmacokinetic assessments were measured using a validated enzyme-linked immunosorbent assay (elisa; genentech  inc.  south san francisco  ca).","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"PMC4797126","S76","Pharmacokinetics and immunogenicity","['6a']","the pharmacokinetic outcomes included: serum concentrations prior to dosing at weeks 0  4  12  24  and 32; serum concentrations at week 5 and week 25; maximum observed serum concentrations (cmax obs); time of maximum observed serum concentration (tmax  obs); and terminal elimination half-life (t1/2).","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"PMC4797126","S77","Pharmacokinetics and immunogenicity","['6a']","serum anti-therapeutic antibodies (atas) were assessed in samples at weeks 0  4  12  24  36  48  60  and 84 using a validated bridging elisa (genentech  inc.  south san francisco  ca).","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"PMC4797126","S78","Biomarkers","['0']","biomarkers","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"PMC4797126","S79","Biomarkers","['0']","samples for biomarker assessments were collected throughout the study.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"PMC4797126","S80","Biomarkers","['6a']","allergen-specific and total ige were measured in serum by immunocap® specific ige blood tests (viracor-ibt laboratories  lee’s summit  mo).","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"PMC4797126","S81","Biomarkers","['6a']","specific ige was measured for the following allergens: cat  house dust mite (hdm) dermatophagoides farinae  hdm dermatophagoides pteronyssinus  ragweed  aspergillus  timothy grass  bermuda grass  oak  birch  plantain  and orchard grass.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"PMC4797126","S82","Biomarkers","['6a']","the maximum specific ige was defined as the specific ige with the highest titer of specific iges pre-dose in each patient.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"PMC4797126","S83","Biomarkers","['0']","only observed values of ige levels were analyzed  with no imputation performed for missing ige data.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"PMC4797126","S84","Biomarkers","['6a']","peripheral blood eosinophil counts were obtained from standard complete blood counts.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"PMC4797126","S85","Biomarkers","['6a']","serum periostin was measured by immunoassay using the roche elecsys platform (roche diagnostics ltd.  rotkreuz  switzerland).","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"PMC4797126","S86","Biomarkers","['6a']","fractional exhaled nitric oxide (feno) was measured using a hand-held portable device  niox mino® (niox; morrisville  nc)  according to american thoracic society/european respiratory society 2009 guidelines [25].","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"PMC4797126","S87","Statistical methods","['0']","statistical methods","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"PMC4797126","S88","Statistical methods","['0']","all patients received at least one dose of study drug (intention-to-treat  itt population) and were included in all safety and efficacy analyses.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"PMC4797126","S89","Statistical methods","['0']","demographic and baseline characteristics were summarized using descriptive statistics.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"PMC4797126","S90","Statistical methods","['6a']","the primary endpoint  the annualized exacerbation rate  was calculated by the total number of protocol-defined exacerbations observed in the group over the treatment period divided by total patient-weeks at risk (number of weeks from first study drug administration to the earliest of week 36 or study discontinuation) for the group and multiplied by 52.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"PMC4797126","S91","Statistical methods","['0']","for patients who discontinued the study prematurely  there was no imputation of additional exacerbations.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"PMC4797126","S92","Statistical methods","['12a', '12b']","the rates of asthma exacerbations were compared between study groups using a poisson regression with overdispersion model  including terms for periostin status (<50  ≥50 ng/ml)  number of prior exacerbations (1  >1)  and ige level (<200  ≥200 iu/ml).","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"PMC4797126","S93","Statistical methods","['12b']","for biomarker subgroup analyses  unadjusted asthma exacerbation rates were calculated.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"PMC4797126","S94","Statistical methods","['12a']","corresponding two-sided p-values and 90 % confidence intervals (ci) were reported.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"PMC4797126","S95","Statistical methods","['12a']","the relative change in pre-bronchodilator fev1 from baseline was calculated as the absolute change in fev1 (volume in liters) from baseline divided by the fev1 at baseline.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"PMC4797126","S96","Statistical methods","['12a']","for secondary and exploratory end points  the means and standard deviations of all values for relative change were calculated according to study group at weeks 12 and 36.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"PMC4797126","S97","Statistical methods","['12a']","the mean relative changes from baseline were compared between the study groups using the differences between the means for each group  with the associated two-sided 90 % cis.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"PMC4797126","S98","Statistical methods","['12a']","missing values were imputed using the last-observation-carried-forward (locf) approach  as prespecified in the statistical analysis plan.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"PMC4797126","S99","Statistical methods","['12a', '12b']","an analysis of covariance (ancova) model with factors for baseline level  periostin status (<50 ng/ml  ≥50 ng/ml)  number of prior exacerbations (1  >1)  and ige level (<200 iu/ml  ≥200 iu/ml) was fit to assess the treatment effect.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"PMC4797126","S100","Statistical methods","['0']","sample size determination","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"PMC4797126","S101","Statistical methods","['3a', '7a']","we planned to randomize 560 patients to one of three dose regimens of quilizumab or placebo in a 1:1:1:1 ratio (140 patients per group).","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
"PMC4797126","S102","Statistical methods","['7a']","this sample size provided approximately 84 % power to detect a 50 % reduction in average exacerbation rates due to quilizumab  assuming 0.63 exacerbations per patient in the placebo group over a 36-week treatment period  and a significance level of α = 0.10.","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"PMC4797126","S103","Statistical methods","['7a']","this sample size also provided approximately 70 % power to detect a 50 % reduction in average exacerbation rates in the subgroup of periostin-high patients  assuming 0.69 exacerbations per patient in the placebo group over the 36-week period  a significance level of 0.15  and 50 % of patients in each treatment arm to be periostin high.","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"PMC4797126","S104","Results","['0']","results","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"PMC4797126","S105","Patient demographics and study flow","['0']","patient demographics and study flow","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"PMC4797126","S106","Patient demographics and study flow","['14a', '13a', '13b']","1212 patients were screened for eligibility and 578 adult asthma patients (18–75 years old) were enrolled (fig. 1) from april 2012 to september 2013; the study was completed in november 2014.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
"PMC4797126","S107","Patient demographics and study flow","['15']","there were no major imbalances between treatment groups  but the 300 mg monthly quilizumab group had a lower mean age (45 versus 47–48 years) and a lower median ige level (190 versus 234–254 iu/ml) compared to the other treatment arms (table 1).","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"PMC4797126","S108","Patient demographics and study flow","['13b', '13a']","89 % (384/433) of patients who received quilizumab and 91 % (132/145) of patients who received placebo completed the study treatment.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
"PMC4797126","S109","Patient demographics and study flow","['14b', '13a', '13b', '16']","the sponsor terminated the trial early because of the lack of efficacy for the primary end-point (asthma exacerbations) at week 36  with the median time in the study at 72 weeks.fig. 1 study flow chart.","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
"PMC4797126","S110","Patient demographics and study flow","['15']","i/e  inclusion/exclusion; m  monthly; q  quarterlytable 1 patient demographics/baseline characteristics","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"PMC4797126","S111","Safety","['0']","safety","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"PMC4797126","S112","Safety","['19', '17b']","quilizumab was well tolerated  and the number of patients experiencing at least one adverse event (ae) was comparable between all treatment groups (table 2).","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"PMC4797126","S113","Safety","['19']","through week 36  the most frequent aes across all quilizumab dose groups were worsening of asthma (27 %)  nasopharyngitis (15 %)  upper respiratory tract infection (7 %)  bronchitis (5 %)  sinusitis (5 %)  and injection site pain (5 %).table 2 safety  from first dose of study drug through end of study (week 84)","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"PMC4797126","S114","Safety","['0']","the treatment-emergent ata rate was 1.4 % in both the 150 mg q and 300 mg m groups  and 2.1 % in the 450 mg q group.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"PMC4797126","S115","Safety","['0']","ata incidence for all dosing groups was 1.6 % (7 of 427 quilizumab-dosed patients).","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"PMC4797126","S116","Safety","['0']","there was no apparent impact of positive ata results on either pharmacokinetic profiles or safety.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"PMC4797126","S117","Pharmacokinetics","['0']","pharmacokinetics","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"PMC4797126","S118","Pharmacokinetics","['18']","quilizumab displayed linear pharmacokinetics with a dose-proportional increase in exposure as shown by increases in cmax values between the 150 and 450 mg q doses at weeks 5 and 25.","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"PMC4797126","S119","Pharmacokinetics","['0']","(see additional file 1: figure s2).","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"PMC4797126","S120","Pharmacokinetics","['18']","at treatment weeks 4  12  and 24  the mean trough serum concentrations of quilizumab were: (150 mg q) 5.7 ± 2.3 μg/ml  2.6 ± 2.0 μg/ml  and 1.3 ± 4.6 μg/ml  respectively; (450 mg q) 17.1 ± 7.0 μg/ml  7.2 ± 3.8 μg/ml  and 2.3 ± 2.2 μg/ml  respectively; and (300 mg m) 11.6 ± 4.5 μg/ml  16.7 ± 6.7 μg/ml  and 16.8 ± 7.7 μg/ml  respectively.","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"PMC4797126","S121","Pharmacokinetics","['18']","for the 150 mg q  450 mg q  and 300 mg m doses  the mean cmax obs values were 18 ± 7.8 μg/ml  51.6 ± 19.5 μg/ml  and 34 ± 12.6 μg/ml  which occurred at tmax obs of 36.4 ± 4.3 days  36.2 ± 3.0 days  and 36.2 ± 3.5 days  respectively  approximately 7 days following the second doses.","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"PMC4797126","S122","Pharmacokinetics","['18', '22']","based on non-compartmental analysis  the mean t1/2 values of quilizumab across the dose groups ranged from 16.4 to 18.7 days  which suggests that steady-state was attained by the time the final doses were administered for both monthly and quarterly regimens.","[0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"PMC4797126","S123","Pharmacodynamic biomarkers","['0']","pharmacodynamic biomarkers","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"PMC4797126","S124","Pharmacodynamic biomarkers","['18']","quilizumab gradually reduced mean serum total and allergen-specific ige  reaching a 30–40 % reduction at week 36 in all three quilizumab cohorts (p < 0.01 compared to placebo; fig. 2).","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"PMC4797126","S125","Pharmacodynamic biomarkers","['18']","the largest decreases in total and allergen-specific ige were observed at week 42 in the 300 mg m treatment cohort.","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"PMC4797126","S126","Pharmacodynamic biomarkers","['18']","serum total and allergen-specific ige in quilizumab-treated patients gradually increased throughout the safety follow-up period  but did not return to pre-dose levels by the end of the study period (week 84).fig. 2 effect of quilizumab on serum total (a-c) and allergen-specific ige (d-f) from baseline to week 84.","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"PMC4797126","S127","Pharmacodynamic biomarkers","['0']","ige levels were represented as the mean ± standard error (se) of the natural logarithm (a  d)  the mean ± se percent change from baseline (b  e)  and median percent change from baseline (c  f).","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"PMC4797126","S128","Pharmacodynamic biomarkers","['0']","all ige data analysis was based on observed values.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"PMC4797126","S129","Pharmacodynamic biomarkers","['0']","m  monthly; q  quarterly","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"PMC4797126","S130","Pharmacodynamic biomarkers","['18']","peripheral blood eosinophils and feno levels were not modified following quilizumab treatment (see additional file 1: figure s3).","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"PMC4797126","S131","Asthma exacerbation rates","['0']","asthma exacerbation rates","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"PMC4797126","S132","Asthma exacerbation rates","['17a']","quilizumab treatment did not produce a clinically meaningful reduction of the rate of asthma exacerbations over the 36-week treatment period.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
"PMC4797126","S133","Asthma exacerbation rates","['17a']","in the itt population  the reduction in the asthma exacerbation rate relative to placebo was 19.6 % (90 % ci: −21 to 47; p = 0.38)  −11.2 % (90 % ci: −63 to 24; p = 0.65)  and −5.7 % (90%ci: −55 to 28; p = 0.81) in the 300 mg m  450 mg q  and 150 mg q quilizumab treatment arms  respectively (fig. 3).fig. 3 rate of protocol-defined asthma exacerbations through week 36 for all patients.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
"PMC4797126","S134","Asthma exacerbation rates","['0']","m  monthly; q  quarterly","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"PMC4797126","S135","Asthma exacerbation rates","['18']","subgroup analysis by baseline serum periostin (≥50 ng/ml  <50 ng/ml)  blood eosinophils (≥300 cells/μl  <300 cells/μl)  feno (≥20 ppb  <20 ppb) and serum total ige (≥200 iu/ml  <200 iu/ml) demonstrated no consistent effect of quilizumab on the exacerbation rate across all doses when compared to the itt population (fig. 4).fig. 4 rate of protocol-defined asthma exacerbations through week 36 for patients stratified by biomarkers (a: periostin; b: blood eosinophils; c: feno; d: serum ige).","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"PMC4797126","S136","Asthma exacerbation rates","['0']","exac  exacerbation; m  monthly; q  quarterly","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"PMC4797126","S137","Lung function","['0']","lung function","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"PMC4797126","S138","Lung function","['17a']","no significant evidence of improved fev1 at weeks 12 and 36 was observed in quilizumab-treated patients compared to placebo (fig. 5).","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
"PMC4797126","S139","Lung function","['17a']","the highest relative improvement compared to placebo occurred in the lowest dose arm (150 mg q)  but no meaningful improvements were observed in the higher dose arms (450 mg q and 300 mg m).","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
"PMC4797126","S140","Lung function","['17a']","relative changes from baseline in fev1 compared to placebo were 3.8 % (90 % ci: −1.2 to 8.9  p = 0.21) at week 12 and 5.6 % (90 % ci: 0.6 to 10.6  p = 0.07) at week 36 in the 150 mg q treatment arm; 2.2 % (90 % ci: −2.8 to 7.2  p = 0.48) at week 12 and 0.1 % (90 % ci: −5.0 to 5.1  p = 0.98) at week 36 in the 450 mg q arm; and 1.1 % (90 % ci: −3.9 to 6.1  p = 0.72) at week 12 and 0.1 % (90 % ci: −4.9 to 5.2  p = 0.96) at week 36 in the 300 mg m arm (fig. 5; see additional file 2: table s1 and additional file 3: table s2).fig. 5 mean percent change in pre-bronchodilator fev1 from baseline.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
